prompt,label,classname
"A large domesticated bovine, usually a castrated male, used for labor, such as pulling plows or carts. Oxen are known for their strength and endurance and have been used in agriculture for centuries.",345,ox
"A large mammal native to Asia, characterized by its large, curved horns and semi-aquatic lifestyle. Water buffaloes are used for plowing, transportation, and as a source of milk and meat.",346,water buffalo
"A large, shaggy-haired mammal native to North America and Europe. Bison are the heaviest land animals in North America and are known for their large hump, thick fur, and powerful build.",347,bison
"A male ram (adult male sheep), characterized by its curved horns and thick, woolly coat. Rams are used for breeding purposes in sheep farming.",348,ram (adult male sheep)
"A species of wild sheep native to North America, known for its large, curved horns. Bighorn sheep live in mountainous regions and are well-adapted to steep, rugged terrain.",349,bighorn sheep
"A species of wild goat native to the European Alps, known for its large, curved horns and agile climbing abilities. Alpine ibexes are herbivores that primarily graze on grasses and shrubs.",350,Alpine ibex
"A large African antelope characterized by its elongated head, large horns, and distinctive sloping back. Hartebeests are fast runners and primarily graze on grasses.",351,hartebeest
"A medium-sized African impala (antelope) known for its slender body, long legs, and curved horns. Impalas are fast runners and agile jumpers, primarily grazing on grasses and leaves.",352,impala (antelope)
"A group of small to medium-sized antelopes native to Africa and Asia, known for their slender bodies, long legs, and curved horns. Gazelles are fast runners and primarily graze on grasses and leaves.",353,gazelle
"Also known as the dromedary camel, this species has one hump and is native to the deserts of the Middle East and North Africa. Arabian camels are used for transportation, milk, and meat.",354,arabian camel
"A domesticated South American mammal, known for its long neck, thick woolly coat, and unique facial features. Llamas are used for their wool, meat, and as pack animals.",355,llama
"A small, slender carnivorous mammal belonging to the Mustelidae family. Weasels are found in various regions around the world and are known for their agility and ferocity.",356,weasel
"A small, semi-aquatic mammal belonging to the Mustelidae family, characterized by its sleek, dark fur. Minks are found in North America and Eurasia and are primarily known for their fur, which is used in the production of clothing.",357,mink
"A small, nocturnal carnivorous mammal native to Europe and western Asia, belonging to the Mustelidae family. European polecats are known for their distinctive facial markings and strong musk.",358,European polecat
"A small, carnivorous mammal native to North America and a member of the Mustelidae family. Black-footed ferrets are an endangered species known for their black face mask and black feet.",359,black-footed ferret
"A group of semi-aquatic mammals belonging to the Mustelidae family, known for their playful behavior and ability to swim. Otters are found in various regions around the world and are skilled predators that primarily eat fish and invertebrates.",360,otter
"A small, nocturnal mammal skunk to North and South America, characterized by its black and white fur and ability to spray a strong-smelling liquid from its anal glands as a defense mechanism.",361,skunk
"A group of carnivorous mammals belonging to the Mustelidae family, characterized by their stocky bodies, short legs, and distinctive facial markings. Badgers are found in various regions around the world and are known for their powerful digging abilities.",362,badger
"A group of mammals characterized by their leathery, armored shell and long snouts. Armadillos are native to the Americas and are known for their ability to roll into a ball as a defense mechanism.",363,armadillo
